signal_id,market_id,event_slug,market_question,signal_time_utc,signal_type,price_t0,price_t1,best_bid_t0,best_bid_t1,best_ask_t0,best_ask_t1,snapshot_1h_done,snapshot_24h_done
d3dea348-35e0-4c7c-a15b-42ecfbdca781,1065987,will-israel-strike-gaza-on-358,"Will Israel strike Gaza on January 26, 2026?",2026-01-26 15:46:14+00:00,outcome_1,0.415,0.21,0.4,0.16,0.43,0.26,True,True
8f816098-f650-4eb1-92d0-8f9886577605,1220911,ethereum-above-on-january-26,"Will the price of Ethereum be above $2,900 on January 26?",2026-01-26 15:46:14+00:00,outcome_1,0.76,0.43,0.74,0.4,0.78,0.46,True,True
c7c118b3-d978-45d9-a395-c2d7af43bf51,1220910,bitcoin-price-on-january-26,"Will the price of Bitcoin be between $86,000 and $88,000 on January 26?",2026-01-26 15:46:14+00:00,outcome_1,0.305,0.745,0.3,0.74,0.31,0.75,True,True
c558c379-2f56-4226-9c21-823d515d5b8d,1220912,bitcoin-price-on-january-26,"Will the price of Bitcoin be between $88,000 and $90,000 on January 26?",2026-01-26 15:46:14+00:00,outcome_1,0.655,0.21,0.65,0.2,0.66,0.22,True,True
7677d6da-b310-43cc-8a7e-95463f239117,1220955,bitcoin-above-on-january-26,"Will the price of Bitcoin be above $88,000 on January 26?",2026-01-26 15:46:14+00:00,outcome_1,0.67,0.245,0.66,0.24,0.68,0.25,True,True
86208f08-dfc2-4499-8840-7142c076bd45,1242917,elon-musk-of-tweets-january-24-january-26,"Will Elon Musk post 115-139 tweets from January 24 to January 26, 2026?",2026-01-26 16:01:23+00:00,outcome_1,0.425,0.625,0.42,0.6,0.43,0.65,True,True
3db2ff3b-ee5c-41c6-a9d8-7f5bea83bca6,1252876,us-strikes-iran-by,"US strikes Iran by January 27, 2026?",2026-01-26 16:49:39+00:00,outcome_1,0.5,0.028,0.01,0.022,0.99,0.034,True,True
bf6bc76c-42c0-45a9-b468-9794b9a7b8de,1252877,us-strikes-iran-by,"US strikes Iran by January 28, 2026?",2026-01-26 16:49:39+00:00,outcome_1,0.5,0.035,0.01,0.03,0.99,0.04,True,True
7acd6709-640a-435e-95d2-0d47b5a72442,1252878,us-strikes-iran-by,"US strikes Iran by January 29, 2026?",2026-01-26 16:49:39+00:00,outcome_1,0.5,0.065,0.01,0.06,0.99,0.07,True,True
9278a2b3-9f5b-401f-94a4-3ae5df433f45,1252879,us-strikes-iran-by,"US strikes Iran by January 30, 2026?",2026-01-26 16:49:39+00:00,outcome_1,0.455,0.105,0.01,0.09,0.9,0.12,True,True
8b715441-d6f5-413b-8442-88bcb94b6225,1220910,bitcoin-price-on-january-26,"Will the price of Bitcoin be between $86,000 and $88,000 on January 26?",2026-01-26 16:49:39+00:00,outcome_1,0.76,0.975,0.75,0.97,0.77,0.98,True,True
1575270a-4f3a-46c8-8152-64676a72f7ba,1220912,bitcoin-price-on-january-26,"Will the price of Bitcoin be between $88,000 and $90,000 on January 26?",2026-01-26 16:49:39+00:00,outcome_1,0.22,0.02,0.21,0.01,0.23,0.03,True,True
6e9136ba-914b-47bc-8191-c4a0f2ba0ba3,1220955,bitcoin-above-on-january-26,"Will the price of Bitcoin be above $88,000 on January 26?",2026-01-26 16:49:39+00:00,outcome_1,0.24,0.035,0.23,0.03,0.25,0.04,True,True
ffa23f89-e26c-484a-842b-c2a43a48eaa4,1242914,elon-musk-of-tweets-january-24-january-26,"Will Elon Musk post 90-114 tweets from January 24 to January 26, 2026?",2026-01-26 16:49:39+00:00,outcome_1,0.415,0.0005,0.4,,0.43,0.001,True,True
857147a9-720c-44d8-ba5c-47e936e18273,1242917,elon-musk-of-tweets-january-24-january-26,"Will Elon Musk post 115-139 tweets from January 24 to January 26, 2026?",2026-01-26 16:49:39+00:00,outcome_1,0.625,0.9995,0.6,0.999,0.65,1.0,True,True
e6e81a2b-8aae-4b6c-a8b1-185be739a568,1272487,si-hit-jan-2026,Will Silver (SI) hit (HIGH) $140 by end of January?,2026-01-26 19:33:18+00:00,outcome_1,0.5,0.18,0.01,0.04,0.99,0.32,True,True
c32b013c-63bc-447d-b2f1-eb2a9b1457e9,1272486,si-hit-jan-2026,Will Silver (SI) hit (HIGH) $130 by end of January?,2026-01-26 19:33:18+00:00,outcome_1,0.5,0.295,0.01,0.15,0.99,0.44,True,True
8dbabafe-57f6-42d5-b9fa-20a8027e0c67,1272486,si-hit-jan-2026,Will Silver (SI) hit (HIGH) $130 by end of January?,2026-01-26 19:50:55+00:00,outcome_1,0.295,0.175,0.15,0.15,0.44,0.2,True,True
e29c6305-3ddb-41a4-b920-9978fb0abed2,1273610,us-strikes-iran-by,"US strikes Iran by February 13, 2026?",2026-01-26 23:36:54+00:00,outcome_1,0.255,0.345,0.02,0.3,0.49,0.39,True,True
05e30967-e282-41ab-9ea7-590deb26575b,1272556,gc-hit-jan-2026,"Will Gold (GC) hit (HIGH) $5,100 by end of January?",2026-01-27 03:19:32+00:00,outcome_1,0.51,0.825,0.04,0.67,0.98,0.98,True,True
6e07c5b2-855c-4a1b-a03f-5b511aa9a795,1272556,gc-hit-jan-2026,"Will Gold (GC) hit (HIGH) $5,100 by end of January?",2026-01-27 04:59:22+00:00,outcome_1,0.805,0.69,0.67,0.67,0.94,0.71,True,True
0a223056-936b-485e-ac54-72ffaf9ae666,1272556,gc-hit-jan-2026,"Will Gold (GC) hit (HIGH) $5,100 by end of January?",2026-01-27 05:26:09+00:00,outcome_1,0.69,0.645,0.67,0.36,0.71,0.93,True,True
394961d1-ec4f-4496-9ca4-2f76b1cd782e,1272556,gc-hit-jan-2026,"Will Gold (GC) hit (HIGH) $5,100 by end of January?",2026-01-27 07:52:55+00:00,outcome_1,0.735,0.855,0.52,0.76,0.95,0.95,True,True
3456ec5b-2901-4f39-81b7-ff496b2c8f5c,1272557,gc-hit-jan-2026,"Will Gold (GC) hit (HIGH) $5,200 by end of January?",2026-01-27 09:53:24+00:00,outcome_1,0.44,0.55,0.08,0.3,0.8,0.8,True,True
7c81c49f-7b3c-4795-87a1-19b7c9efce24,1065917,will-israel-strike-lebanon-on-928,"Will Israel strike Lebanon on January 27, 2026?",2026-01-27 09:53:24+00:00,outcome_1,0.56,0.9995,0.55,0.999,0.57,1.0,True,True
9a2eefb0-6398-4de6-a3d5-44673ef071e2,920346,who-will-trump-meet-with-in-january,Will Trump meet with MrBeast in January 2026?,2026-01-27 10:50:19+00:00,outcome_1,0.0065,0.17,0.005,0.013,0.008,0.327,True,True
c2fbc19f-514b-4a57-8633-7c7d4a20636f,1272558,gc-hit-jan-2026,"Will Gold (GC) hit (HIGH) $5,300 by end of January?",2026-01-27 10:50:19+00:00,outcome_1,0.47,0.09,0.05,0.05,0.89,0.13,True,True
7d74912c-a5a3-43f9-a971-d62b3200547d,1065988,will-israel-strike-gaza-on-358,"Will Israel strike Gaza on January 27, 2026?",2026-01-27 11:33:22+00:00,outcome_1,0.315,0.49,0.31,0.37,0.32,0.61,True,True
b91558ee-2a5b-4bc9-84fb-b61269d3998b,1272557,gc-hit-jan-2026,"Will Gold (GC) hit (HIGH) $5,200 by end of January?",2026-01-27 11:50:22+00:00,outcome_1,0.645,0.35,0.5,0.2,0.79,0.5,True,True
25ccaff9-483c-469a-86da-d94d3363397e,1272558,gc-hit-jan-2026,"Will Gold (GC) hit (HIGH) $5,300 by end of January?",2026-01-27 12:43:46+00:00,outcome_1,0.09,0.345,0.05,0.05,0.13,0.64,True,True
942cbd03-68b5-4fa6-8b45-fd67d580035d,1065988,will-israel-strike-gaza-on-358,"Will Israel strike Gaza on January 27, 2026?",2026-01-27 12:43:46+00:00,outcome_1,0.67,0.39,0.66,0.36,0.68,0.42,True,True
91728934-c09d-44c1-80ed-1a5aa2efa6ac,1203756,elon-musk-of-tweets-january-20-january-27,"Will Elon Musk post 360-379 tweets from January 20 to January 27, 2026?",2026-01-27 13:35:45+00:00,outcome_1,0.4515,0.0005,0.441,,0.462,0.001,True,True
5fc9b08e-a912-423c-a8a0-84e48f89dcf0,1203761,elon-musk-of-tweets-january-20-january-27,"Will Elon Musk post 400-419 tweets from January 20 to January 27, 2026?",2026-01-27 13:35:45+00:00,outcome_1,0.0725,0.3415,0.071,0.301,0.074,0.382,True,True
412e6706-84c3-46ff-a786-e6f632585c36,1272558,gc-hit-jan-2026,"Will Gold (GC) hit (HIGH) $5,300 by end of January?",2026-01-27 14:04:59+00:00,outcome_1,0.335,0.165,0.05,0.05,0.62,0.28,True,True
d16447da-9e7a-4dab-823a-045627cae91a,694938,which-companies-will-be-acquired-before-2027,Will Viking Therapeutics be acquired before 2027?,2026-01-27 14:44:12+00:00,outcome_1,0.745,0.43,0.74,0.36,0.75,0.5,True,True
5a8348d1-4748-4ed3-ae42-66507b8fc56c,1272557,gc-hit-jan-2026,"Will Gold (GC) hit (HIGH) $5,200 by end of January?",2026-01-27 15:05:23+00:00,outcome_1,0.35,0.465,0.21,0.21,0.49,0.72,True,True
960237fa-6b9e-4cf6-89f5-acc16dc793a1,1272558,gc-hit-jan-2026,"Will Gold (GC) hit (HIGH) $5,300 by end of January?",2026-01-27 15:05:23+00:00,outcome_1,0.165,0.325,0.05,0.05,0.28,0.6,True,True
68e9b6ec-b20c-4dee-8b85-c07d0139a7d6,1272557,gc-hit-jan-2026,"Will Gold (GC) hit (HIGH) $5,200 by end of January?",2026-01-27 15:41:34+00:00,outcome_1,0.465,0.36,0.21,0.22,0.72,0.5,True,True
ad9d157d-a63e-4fde-8c92-23eb04d8a530,1272558,gc-hit-jan-2026,"Will Gold (GC) hit (HIGH) $5,300 by end of January?",2026-01-27 15:41:34+00:00,outcome_1,0.325,0.16,0.05,0.07,0.6,0.25,True,True
0fe4c76e-0cc0-4810-98fe-aead2e0f0a40,1228458,bitcoin-price-on-january-27,"Will the price of Bitcoin be between $86,000 and $88,000 on January 27?",2026-01-27 16:19:50+00:00,outcome_1,0.615,0.15,0.61,0.14,0.62,0.16,True,True
dca4e4dd-8489-486f-a47a-eac4227b57da,1228460,bitcoin-price-on-january-27,"Will the price of Bitcoin be between $88,000 and $90,000 on January 27?",2026-01-27 16:19:50+00:00,outcome_1,0.41,0.815,0.4,0.8,0.42,0.83,True,True
bb3cc0a0-07ad-4192-b5f3-1ddc41631174,1228490,bitcoin-above-on-january-27,"Will the price of Bitcoin be above $88,000 on January 27?",2026-01-27 16:19:50+00:00,outcome_1,0.38,0.84,0.37,0.83,0.39,0.85,True,True
5341fbca-c193-4927-a567-0509a6978cc8,1065918,will-israel-strike-lebanon-on-928,"Will Israel strike Lebanon on January 28, 2026?",2026-01-27 18:01:13+00:00,outcome_1,0.695,0.37,0.67,0.32,0.72,0.42,True,True
7b5ac904-b931-4ed1-a340-8604b1204ebc,1272557,gc-hit-jan-2026,"Will Gold (GC) hit (HIGH) $5,200 by end of January?",2026-01-27 21:10:33+00:00,outcome_1,0.56,0.805,0.43,0.76,0.69,0.85,True,True
283fa0f4-fed3-463a-8607-4f46ffa81a65,694936,which-companies-will-be-acquired-before-2027,Will Nebius Group be acquired before 2027?,2026-01-28 01:11:45+00:00,outcome_1,0.285,0.505,0.07,0.07,0.5,0.94,True,True
d84963a8-75c7-4e94-bd7c-e4a7ca15cfc5,1272558,gc-hit-jan-2026,"Will Gold (GC) hit (HIGH) $5,300 by end of January?",2026-01-28 04:15:50+00:00,outcome_1,0.585,0.8,0.5,0.71,0.67,0.89,True,True
7b74d252-3ff0-4842-bb50-4584cddbc823,1065988,will-israel-strike-gaza-on-358,"Will Israel strike Gaza on January 27, 2026?",2026-01-28 10:50:58+00:00,outcome_1,0.019,0.2685,0.017,0.017,0.021,0.52,True,True
19bb5b8c-fb90-493d-b50d-ecaa306bc939,1065988,will-israel-strike-gaza-on-358,"Will Israel strike Gaza on January 27, 2026?",2026-01-28 11:03:54+00:00,outcome_1,0.2685,0.997,0.017,0.995,0.52,0.999,True,True
396dd04d-ba52-438a-89f0-59bcaab2c132,676789,ipos-before-2027,Remote IPO before 2027?,2026-01-28 12:37:42+00:00,outcome_1,0.11,0.375,0.1,0.2,0.12,0.55,True,True
bf7f4030-4ffc-48a3-9490-baf9478aee29,676788,ipos-before-2027,Anysphere (Cursor) IPO before 2027?,2026-01-28 12:37:42+00:00,outcome_1,0.08,0.335,0.07,0.11,0.09,0.56,True,True
16d67f3e-a4aa-413e-a4ff-8278c20c65a5,676794,ipos-before-2027,xAI IPO before 2027?,2026-01-28 12:37:42+00:00,outcome_1,0.095,0.365,0.09,0.25,0.1,0.48,True,True
baf6d643-cd26-4645-8f0d-00874b760ad9,1235594,bitcoin-price-on-january-28,"Will the price of Bitcoin be between $88,000 and $90,000 on January 28?",2026-01-28 14:44:37+00:00,outcome_1,0.35,0.58,0.34,0.57,0.36,0.59,True,True
6574c047-3ebe-4fdd-933a-4c6777126a69,1235597,bitcoin-price-on-january-28,"Will the price of Bitcoin be between $90,000 and $92,000 on January 28?",2026-01-28 14:44:37+00:00,outcome_1,0.59,0.385,0.58,0.38,0.6,0.39,True,True
d000e18d-81bf-496e-be73-300b3d6a4eaf,1235619,bitcoin-above-on-january-28,"Will the price of Bitcoin be above $90,000 on January 28?",2026-01-28 14:44:37+00:00,outcome_1,0.635,0.41,0.63,0.4,0.64,0.42,True,True
ff3e6e46-2497-4b40-882c-8f1233fbb2c7,1065989,will-israel-strike-gaza-on-358,"Will Israel strike Gaza on January 28, 2026?",2026-01-28 15:06:27+00:00,outcome_1,0.63,0.41,0.59,0.39,0.67,0.43,True,True
e12a297d-f4d4-4fab-986e-cec478d795d1,1235594,bitcoin-price-on-january-28,"Will the price of Bitcoin be between $88,000 and $90,000 on January 28?",2026-01-28 15:46:24+00:00,outcome_1,0.59,0.82,0.58,0.81,0.6,0.83,True,True
64595b1b-b80f-4849-bbba-6dac83a5ddca,1235597,bitcoin-price-on-january-28,"Will the price of Bitcoin be between $90,000 and $92,000 on January 28?",2026-01-28 15:46:24+00:00,outcome_1,0.39,0.15,0.37,0.14,0.41,0.16,True,True
7ee6e738-111c-48c1-9efa-8c741782badb,1235619,bitcoin-above-on-january-28,"Will the price of Bitcoin be above $90,000 on January 28?",2026-01-28 15:46:24+00:00,outcome_1,0.42,0.19,0.41,0.18,0.43,0.2,True,True
454f9cf0-41d5-4bb1-97cd-6df71879f56f,676789,ipos-before-2027,Remote IPO before 2027?,2026-01-28 16:05:31+00:00,outcome_1,0.33,0.405,0.29,0.2,0.37,0.61,True,True
b5d41d35-a944-4d27-a3f6-1625a1161b3c,676794,ipos-before-2027,xAI IPO before 2027?,2026-01-28 17:25:21+00:00,outcome_1,0.215,0.35,0.19,0.2,0.24,0.5,True,True
4d5fc006-0efe-4ead-a06d-c4da2f740f0e,1032302,si-hit-jan-2026,Will Silver (SI) hit (HIGH) $120 by end of January?,2026-01-28 23:37:00+00:00,outcome_1,0.505,0.7085,0.495,0.708,0.515,0.709,True,True
76b90fcf-14f4-42ac-b93b-f82db582b00c,676788,ipos-before-2027,Anysphere (Cursor) IPO before 2027?,2026-01-29 01:04:23+00:00,outcome_1,0.405,0.22,0.16,0.16,0.65,0.28,True,False
28066d8e-b1c6-4574-8e76-8d6dc8666448,694936,which-companies-will-be-acquired-before-2027,Will Nebius Group be acquired before 2027?,2026-01-29 03:32:34+00:00,outcome_1,0.51,0.41,0.08,0.09,0.94,0.73,True,False
357176f6-0da7-460c-8a52-5074a383adf4,1242960,bitcoin-above-on-january-29,"Will the price of Bitcoin be above $88,000 on January 29?",2026-01-29 03:32:34+00:00,outcome_1,0.81,0.535,0.8,0.53,0.82,0.54,True,False
05326e74-e9a7-439a-8735-2ca071966274,680392,will-there-be-another-us-government-shutdown-by-january-31,US government shutdown Saturday?,2026-01-29 04:54:46+00:00,outcome_1,0.695,0.45,0.69,0.44,0.7,0.46,True,False
2878c609-5b29-478a-a901-b6094a3d4e06,694936,which-companies-will-be-acquired-before-2027,Will Nebius Group be acquired before 2027?,2026-01-29 09:56:15+00:00,outcome_1,0.48,0.615,0.11,0.51,0.85,0.72,True,False
9653fed1-6a7a-41c3-b6d4-0b44b05de5ab,1261293,moonbirds-fdv-above-one-day-after-launch,Moonbirds FDV above $300M one day after launch?,2026-01-29 12:01:33+00:00,outcome_1,0.4,0.215,0.36,0.2,0.44,0.23,True,False
04e6100e-b11a-4862-b478-4ef7c25afd0c,1261293,moonbirds-fdv-above-one-day-after-launch,Moonbirds FDV above $300M one day after launch?,2026-01-29 13:20:21+00:00,outcome_1,0.215,0.48,0.2,0.46,0.23,0.5,True,False
cc9b60e2-7bc7-4649-ad07-80670cbf6258,1117522,what-will-happen-before-gta-vi,Will Drake release Iceman before GTA VI?,2026-01-29 14:53:54+00:00,outcome_1,0.93,0.645,0.92,0.57,0.94,0.72,True,False
ff118b0b-a1de-4683-b5e6-65ffda0a9dd2,1082795,what-price-will-xrp-hit-in-january-2026,Will XRP dip to $1.80 in January?,2026-01-29 14:53:54+00:00,outcome_1,0.35,0.64,0.34,0.62,0.36,0.66,True,False
3686b6b2-545a-41aa-9db7-837c77d580d0,1225158,elon-musk-of-tweets-january-23-january-30,"Will Elon Musk post 320-339 tweets from January 23 to January 30, 2026?",2026-01-29 14:53:54+00:00,outcome_1,0.3395,0.1145,0.33,0.111,0.349,0.118,True,False
6a5690cd-5c32-4ee8-85b5-bc301eb31741,1242915,ethereum-above-on-january-29,"Will the price of Ethereum be above $2,900 on January 29?",2026-01-29 14:53:54+00:00,outcome_1,0.8465,0.645,0.831,0.641,0.862,0.649,True,False
3588397d-c3d1-40fd-ad43-6b47de5e415d,1242960,bitcoin-above-on-january-29,"Will the price of Bitcoin be above $88,000 on January 29?",2026-01-29 14:53:54+00:00,outcome_1,0.495,0.3,0.49,0.29,0.5,0.31,True,False
8b74bcb7-c756-446c-812a-2a55d3a5c262,1032232,gc-hit-jan-2026,"Will Gold (GC) hit (HIGH) $5,500 by end of January?",2026-01-29 15:26:04+00:00,outcome_1,0.755,0.314,0.74,0.301,0.77,0.327,True,False
8a1a07a3-a362-4ac0-9d04-55e10e3beedc,1032302,si-hit-jan-2026,Will Silver (SI) hit (HIGH) $120 by end of January?,2026-01-29 15:26:04+00:00,outcome_1,0.682,0.3545,0.675,0.31,0.689,0.399,True,False
b01384c0-cb09-44f1-9fe5-e77208e86171,1082793,what-price-will-bitcoin-hit-in-january-2026,"Will Bitcoin dip to $85,000 in January?",2026-01-29 15:26:04+00:00,outcome_1,0.245,0.845,0.24,0.83,0.25,0.85,True,False
e1909b59-0766-492c-89a1-125f15accbdd,1082795,what-price-will-xrp-hit-in-january-2026,Will XRP dip to $1.80 in January?,2026-01-29 15:26:04+00:00,outcome_1,0.64,0.875,0.62,0.85,0.66,0.9,True,False
f4a7a932-c3d7-4773-91e6-5e77ff3482cc,1242915,ethereum-above-on-january-29,"Will the price of Ethereum be above $2,900 on January 29?",2026-01-29 15:26:04+00:00,outcome_1,0.645,0.0765,0.641,0.055,0.649,0.098,True,False
50bbe10f-3ad0-40f7-a3c5-f862fb875fbe,1242910,bitcoin-price-on-january-29,"Will the price of Bitcoin be between $84,000 and $86,000 on January 29?",2026-01-29 15:26:04+00:00,outcome_1,0.0085,0.65,0.006,0.617,0.011,0.683,True,False
3ec3a912-9c06-4df1-9076-8da25578efce,1242913,bitcoin-price-on-january-29,"Will the price of Bitcoin be between $86,000 and $88,000 on January 29?",2026-01-29 15:26:04+00:00,outcome_1,0.67,0.26,0.66,0.23,0.68,0.29,True,False
be175591-f2fe-44c0-8faf-174cbd02c648,1242916,bitcoin-price-on-january-29,"Will the price of Bitcoin be between $88,000 and $90,000 on January 29?",2026-01-29 15:26:04+00:00,outcome_1,0.3,0.0145,0.29,0.005,0.31,0.024,True,False
d73832cb-2ab2-417c-b980-7f084c6b8d2e,1242959,bitcoin-above-on-january-29,"Will the price of Bitcoin be above $86,000 on January 29?",2026-01-29 15:26:04+00:00,outcome_1,0.9785,0.3275,0.978,0.3,0.979,0.355,True,False
926e9ce8-1ed5-4f4a-b768-231ca79a7a93,1242960,bitcoin-above-on-january-29,"Will the price of Bitcoin be above $88,000 on January 29?",2026-01-29 15:26:04+00:00,outcome_1,0.3,0.031,0.29,0.022,0.31,0.04,True,False
7584c085-d14f-46a1-8472-75c529d2f2a4,664748,israel-x-hamas-ceasefire-cancelled-by-october-31,"Israel x Hamas ceasefire cancelled by March 31, 2026?",2026-01-29 15:59:00+00:00,outcome_1,0.2,0.33,0.17,0.17,0.23,0.49,True,False
f7c7ffb8-58e7-4ffb-9a4e-217d1e9b30f5,1032230,gc-settle-jan-2026,"Will Gold (GC) settle at >$5,100 in January?",2026-01-29 15:59:00+00:00,outcome_1,0.96,0.7315,0.959,0.683,0.961,0.78,True,False
63be7b06-8def-4b81-8c28-07f0df326eeb,1032302,si-hit-jan-2026,Will Silver (SI) hit (HIGH) $120 by end of January?,2026-01-29 15:59:00+00:00,outcome_1,0.3545,0.181,0.31,0.165,0.399,0.197,True,False
470e2191-97d4-4391-b60e-38045d4b88c8,1065990,will-israel-strike-gaza-on-358,"Will Israel strike Gaza on January 29, 2026?",2026-01-29 15:59:00+00:00,outcome_1,0.105,0.855,0.1,0.85,0.11,0.86,True,False
fe2645ee-7878-4020-a7fc-d11108187c11,1242959,bitcoin-above-on-january-29,"Will the price of Bitcoin be above $86,000 on January 29?",2026-01-29 15:59:00+00:00,outcome_1,0.3275,0.097,0.3,0.094,0.355,0.1,True,False
c05a78e2-cb62-43bc-a7c2-2fa20c536cbe,1032232,gc-hit-jan-2026,"Will Gold (GC) hit (HIGH) $5,500 by end of January?",2026-01-29 16:40:20+00:00,outcome_1,0.17,0.3185,0.165,0.24,0.175,0.397,True,False
02c6541b-e4d1-4d25-b26d-a09356087995,664748,israel-x-hamas-ceasefire-cancelled-by-october-31,"Israel x Hamas ceasefire cancelled by March 31, 2026?",2026-01-29 17:21:30+00:00,outcome_1,0.335,0.23,0.18,0.18,0.49,0.28,True,False
7ca1e83d-6513-47bf-8a4f-bb131265c469,920389,who-will-trump-talk-to-in-january,Will Trump talk to Vladimir Putin in January?,2026-01-29 17:21:30+00:00,outcome_1,0.076,0.3305,0.054,0.262,0.098,0.399,True,False
54ed9131-2e04-44cc-ad8f-ddfb5447ebe1,1269649,what-price-will-bitcoin-hit-january-26-1,"Will Bitcoin dip to $84,000 January 26-1?",2026-01-29 17:21:30+00:00,outcome_1,0.815,0.605,0.81,0.59,0.82,0.62,True,False
114a5ead-801e-443f-bd63-e646649e4d68,567564,next-prime-minister-of-hungary,Will the next Prime Minister of Hungary be István Kapitány?,2026-01-29 17:58:59+00:00,outcome_1,0.0305,0.264,0.028,0.041,0.033,0.487,True,False
fe9aff7d-8b94-40ac-9db2-a50fea2ec823,920389,who-will-trump-talk-to-in-january,Will Trump talk to Vladimir Putin in January?,2026-01-29 17:58:59+00:00,outcome_1,0.3305,0.5455,0.262,0.501,0.399,0.59,True,False
a5dd64df-e4b0-489b-9af8-fb16a30a9279,1294094,gc-hit-jan-2026,"Will Gold (GC) hit (HIGH) $5,400 by end of January?",2026-01-29 17:58:59+00:00,outcome_1,0.24,0.675,0.01,0.38,0.47,0.97,True,False
98a81e7a-e9f7-4006-8b8b-76c2f5757bd0,1250168,bitcoin-above-on-january-30,"Will the price of Bitcoin be above $84,000 on January 30?",2026-01-29 17:58:59+00:00,outcome_1,0.7755,0.539,0.768,0.531,0.783,0.547,True,False
588e9c88-6301-40b7-827c-b5e407408a39,1250169,bitcoin-above-on-january-30,"Will the price of Bitcoin be above $86,000 on January 30?",2026-01-29 17:58:59+00:00,outcome_1,0.41,0.195,0.4,0.19,0.42,0.2,True,False
b10789fc-0686-48d2-9357-8b0245cd3055,1269649,what-price-will-bitcoin-hit-january-26-1,"Will Bitcoin dip to $84,000 January 26-1?",2026-01-29 17:58:59+00:00,outcome_1,0.605,0.91,0.59,0.88,0.62,0.94,True,False
1f06c87b-ac65-4584-8dbd-7c274a8e13ce,1269650,what-price-will-bitcoin-hit-january-26-1,"Will Bitcoin dip to $82,000 January 26-1?",2026-01-29 17:58:59+00:00,outcome_1,0.2475,0.466,0.241,0.445,0.254,0.487,True,False
fbe3518b-3e5a-4228-a3df-9a28b10a687b,567564,next-prime-minister-of-hungary,Will the next Prime Minister of Hungary be István Kapitány?,2026-01-29 18:40:35+00:00,outcome_1,0.264,0.041,0.041,0.038,0.487,0.044,True,False
490142dd-7858-43ad-a5cb-9cd83106f0b5,1294098,infinex-fdv-above-one-day-after-launch,Infinex FDV above $100M one day after launch?,2026-01-29 18:40:35+00:00,outcome_1,0.59,0.785,0.21,0.61,0.97,0.96,True,False
1d3a055f-3be6-43d6-a9dc-397ed02d4a8d,920389,who-will-trump-talk-to-in-january,Will Trump talk to Vladimir Putin in January?,2026-01-29 18:40:35+00:00,outcome_1,0.5455,0.3415,0.501,0.333,0.59,0.35,True,False
3795d237-7d1d-4f7e-a18d-e0a52393ee7b,1293917,si-hit-jan-2026,Will Silver (SI) hit (HIGH) $125 by end of January?,2026-01-29 18:40:35+00:00,outcome_1,0.245,0.15,0.04,0.06,0.45,0.24,True,False
4999d8de-b526-4460-89f9-7ac972cabc04,1194347,will-trump-admin-release-any-more-epstein-related-files-by-816,Will Trump admin release any more Epstein related files by January 31?,2026-01-29 18:40:35+00:00,outcome_1,0.385,0.165,0.36,0.15,0.41,0.18,True,False
1195ff82-f990-431b-b21c-707ff3179d1e,1065919,will-israel-strike-lebanon-on-928,"Will Israel strike Lebanon on January 29, 2026?",2026-01-29 19:47:18+00:00,outcome_1,0.115,0.51,0.11,0.41,0.12,0.61,True,False
72e8b554-1424-47c9-878d-250acce5c98d,572469,who-will-trump-nominate-as-fed-chair,Will Trump nominate Kevin Warsh as the next Fed chair?,2026-01-30 00:42:10+00:00,outcome_1,0.295,0.785,0.29,0.78,0.3,0.79,False,False
3e0aa474-232f-4751-a8ee-57a92d4f5bcc,572485,who-will-trump-nominate-as-fed-chair,Will Trump nominate Rick Rieder as the next Fed chair?,2026-01-30 00:42:10+00:00,outcome_1,0.381,0.118,0.379,0.116,0.383,0.12,False,False
cd81d102-091c-4ecc-b9c8-f7ddfdff4ce6,676785,ipos-before-2027,OpenAI IPO before 2027?,2026-01-30 00:42:10+00:00,outcome_1,0.31,0.485,0.3,0.42,0.32,0.55,False,False
24296a0b-c2d3-4079-a89d-c77e15fa17e4,676795,ipos-before-2027,SpaceX (Space Exploration Technologies Corp.) IPO before 2027?,2026-01-30 00:42:10+00:00,outcome_1,0.86,0.69,0.85,0.64,0.87,0.74,False,False
71f7c638-c828-48a1-bded-3de502a4ba25,680392,will-there-be-another-us-government-shutdown-by-january-31,US government shutdown Saturday?,2026-01-30 00:42:10+00:00,outcome_1,0.605,0.375,0.59,0.37,0.62,0.38,False,False
fe1b7beb-2158-4e94-9f75-4199585adb13,694936,which-companies-will-be-acquired-before-2027,Will Nebius Group be acquired before 2027?,2026-01-30 00:42:10+00:00,outcome_1,0.74,0.57,0.72,0.47,0.76,0.67,False,False
a5177790-d9d2-49c5-913f-6d8398a4a639,1032232,gc-hit-jan-2026,"Will Gold (GC) hit (HIGH) $5,500 by end of January?",2026-01-30 00:42:10+00:00,outcome_1,0.223,0.5315,0.213,0.465,0.233,0.598,False,False
d66fea80-0f3e-4970-a8f6-e4ef3c731635,1294094,gc-hit-jan-2026,"Will Gold (GC) hit (HIGH) $5,400 by end of January?",2026-01-30 00:42:10+00:00,outcome_1,0.675,0.725,0.41,0.61,0.94,0.84,False,False
60851295-1d3b-458f-9e2f-43cd8695b76f,1065919,will-israel-strike-lebanon-on-928,"Will Israel strike Lebanon on January 29, 2026?",2026-01-30 00:42:10+00:00,outcome_1,0.51,0.046,0.41,0.042,0.61,0.05,False,False
